,key,value
9178,冲印,1
9179,潜意识,1
9180,科技,1
9181,愈发,3
9182,丧失,2
9183,两首,3
9184,厨师,2
9185,编码,1
9186,大型,1
9187,交友,1
9188,网站,2
9189,bilibili,1
9190,好兄弟,1
9191,滴滴,3
9192,车主,1
9193,富,1
9194,二代,1
9195,平常,2
9196,右拐,1
9197,落落,1
9198,卡拉OK,1
9199,受,7
9200,乛乛,2
9201,掰,7
9202,BG,1
9203,棠梨煎雪,1
9204,冰糖雪梨么惊恐,1
9205,康帅傅传世新饮,1
9206,商,1
9207,词艺,1
9208,名商,1
9209,冰糖雪梨,2
9210,棠梨酒,1
9211,王禹偁,1
9212,行马穿,1
9213,山径菊初黄信马悠悠野兴长万壑有声含晚籁数峰无语立斜阳棠梨叶落胭脂色荞麦花开白雪香何事吟余忽惆怅村桥原树似吾乡,1
9214,排骨,4
9215,原声,1
9216,戏腔,3
9217,爷,1
9218,成精,1
9219,心碎男,1
9220,唱成,1
9221,大浪淘沙而我身披,1
9222,纵马而来,1
9223,茫茫,1
9224,大漠,1
9225,席卷,2
9226,拼死,1
9227,土地,1
9228,麻,1
9229,默认,1
9230,压抑,3
9231,扎根,1
9232,孤寂,1
9233,混得好,1
9234,不远,1
9235,霸道,3
9236,不许,7
9237,拉手走路,2
9238,释然,3
9239,小偷,1
9240,这一点,3
9241,妨碍,1
9242,从来都没有,1
9243,聲合音,1
9244,找回不来,1
9245,回不来,2
9246,流产,1
9247,千蝶,1
9248,朝圣言刚拉,1
9249,灭爆发,1
9250,腰坠,1
9251,冷却,1
9252,扶摇不点,1
9253,团长,1
9254,自绝,1
9255,全等,1
9256,相忘,2
9257,副本,3
9258,加速,1
9259,曼舞,1
9260,识破,1
9261,阵眼,1
9262,团灭,1
9263,洗脸,2
9264,挥,2
9265,袖,3
9266,作别,1
9267,点卡,1
9268,充,1
9269,相仿,1
9270,小青年,1
9271,车票,3
9272,13,1
9273,14,1
9274,赵敏,3
9275,周芷若,3
9276,林月如,7
9277,援护,3
9278,爆发,2
9279,AOE,1
9280,优先,1
9281,逻辑,4
9282,两个男人,2
9283,默契,5
9284,叙,1
9285,好似,4
9286,行云流水,1
9287,惊涛骇浪,1
9288,古老,2
9289,连绵长久,1
9290,徐徐,1
9291,山间,2
9292,竹林,1
9293,木屋,1
9294,古琴,1
9295,坑然,1
9296,蘑菇,1
9297,采菊东篱下,1
9298,憋,8
9299,隐,3
9300,咩,1
9301,七月,2
9302,漫展,1
9303,萧忆情,1
9304,奇然,1
9305,林母,3
9306,病危,2
9307,停工,1
9308,病逝,1
9309,感悟,4
9310,最后一刻,1
9311,奄奄一息,1
9312,一刻钟,1
9313,一万次,1
9314,瞒着,2
9315,散步,9
9316,肩头,1
9317,牵紧,1
9318,第二天早上6点,1
9319,早起,1
9320,街边,1
9321,逃逸,1
9322,浑身,2
9323,管子,1
9324,毫无意识,1
9325,医生,10
9326,头部,1
9327,受重创,1
9328,颅内,2
9329,出血,1
9330,2天,1
9331,手体温,1
9332,真没想到,1
9333,说唱,5
9334,驾驭,5
9335,多首歌,1
9336,燃炸,1
9337,圈音,1
9338,无所不能,2
9339,第二张,1
9340,处理,3
9341,精致,2
9342,可塑性,1
9343,另类,1
9344,金属,1
9345,前天,2
9346,有幸,4
9347,DONGPADONGPA,1
9348,嘴拟声编的编曲吧好燃saying,1
9349,浓浓,3
9350,英伦,2
9351,范儿,1
9352,muse,1
9353,出山,1
9354,任贤齐,3
9355,一般人,2
9356,上个月23号,1
9357,方冰冰,1
9358,合约,1
9359,嚷嚷,1
9360,勾搭,4
9361,快餐,1
9362,看穿,1
9363,中文版,3
9364,Got,1
9365,ta,1
9366,Have,1
9367,You,1
9368,瞟,1
9369,蜜糖,1
9370,在云端,1
9371,慰藉,1
9372,不奇怪,1
9373,困难,2
9374,20,5
9375,黄金,1
9376,早起床,1
9377,易逝,1
9378,愚公移山,1
9379,花樽,1
9380,虐恋,2
9381,隔墙,1
9382,单面镜,1
9383,一周年,1
9384,不痛,1
9385,翻白眼,1
9386,withyoutimezone,1
9387,片羽,1
9388,经久不衰,1
9389,影响力,2
9390,铺天盖地,1
9391,消化,1
9392,具备,1
9393,很用心,1
9394,抓住,5
9395,注意力,1
9396,这点,4
9397,搞大哭,1
9398,还不错,4
9399,朗朗,1
9400,总感觉,1
9401,进度,1
9402,虎,1
9403,拆,9
9404,东墙,1
9405,违章,1
9406,全能,2
9407,排,5
9408,前排,3
9409,500,1
9410,战场,4
9411,党们,1
9412,下周,1
9413,星期5到星期天,1
9414,考前,1
9415,瑕疵,3
9416,协商,1
9417,听过,2
9418,欠佳,1
9419,黯然,2
9420,销魂者,1
9421,唯,2
9422,书吧,1
9423,杨过,1
9424,黯然销魂掌,1
9425,三十年,2
9426,月夜,1
9427,踏雪,1
9428,寻梅,1
9429,书生,2
9430,侠女,1
9431,衣袂翩飞,1
9432,鬓,1
9433,边簪,1
9434,目光,3
9435,灼灼,1
9436,不知忆,1
9437,口香糖,10
9438,两块儿,5
9439,一片片,6
9440,夺眶而出,6
9441,大口,6
9442,一点也,5
9443,风筝,4
9444,误是,1
9445,清代,1
9446,戏曲家,1
9447,李渔,1
9448,韩世勋,2
9449,纨绔子弟,1
9450,戚友,1
9451,放风筝,1
9452,飘落,4
9453,他处,1
9454,詹府,2
9455,才貌双全,1
9456,淑娟,1
9457,拾,4
9458,重新题诗,1
9459,引出,2
9460,一连串,1
9461,误会,3
9462,巧合,2
9463,生出,1
9464,戚友先,1
9465,两桩,1
9466,纠葛,1
9467,婚事,1
9468,月满弦下忘尘谷里你一袖云芙蓉雨中阵阵泼茶香,1
9469,兜揽,1
9470,半壶,2
9471,纱,3
9472,昂达MP3,1
9473,为啥,4
9474,程序猿,1
9475,心码,1
9476,连绵不绝,2
9477,欲言又止,2
9478,万语,2
9479,千言,2
9480,本能,3
9481,少动,2
9482,几下,3
9483,洗脑,5
9484,带感,2
9485,暗黑,1
9486,恶魔,1
9487,看歌,2
9488,特立独行,2
9489,运用,1
9490,自如,3
9491,注入,1
9492,不可估量,1
9493,每每,8
9494,新专,2
9495,九首首首,1
9496,自创曲,1
9497,女音乐人,1
9498,奏,2
9499,收下,2
9500,不靠,2
9501,机能,1
9502,摄,1
9503,魔鬼,1
9504,信号,3
9505,立,3
9506,温,1
9507,捻,2
9508,熄灯,3
9509,无人共我书半生无人陪我夜已深无人与我把酒分无人拭我相思泪无人梦,1
9510,顾星辰,1
9511,述,1
9512,衷肠,1
9513,无人解我心头梦无人拘我言中泪无人愁我独行路回首向来萧瑟处,1
9514,执手,1
9515,品茗,1
9516,尚,4
9517,温愿,1
9518,添香,1
9519,捧卷书半生,1
9520,烛夜,1
9521,深愿,1
9522,对弈,1
9523,分愿,1
9524,叠袖,1
9525,相拭,1
9526,泪愿,2
9527,入梦,2
9528,赏月顾星辰愿与烹茶清未冷愿与静听诉衷肠愿与话君心头梦愿与解语,1
9529,共行天下路,1
9530,初见,1
9531,中宵,1
9532,好姑娘,2
9533,一月添香二月夜未央三月情诗慌张四月对镜补红妆五月相携游马十方六月日日笙歌抛流光七月为卿斟唱曲水流觞八月年华辗转处陌上成双九月田中百花争艳怜意满腔十月眠里光阴归去思念倾满江十一月冬雷阵阵我笑悲歌不恸上苍十二月天寒地冻,1
9534,伫,1
9535,痴梦,1
9536,熬,7
9537,荒,1
9538,zz,1
9539,吊,1
9540,99年,3
9541,自嗨,1
9542,旧歌,1
9543,翻新,1
9544,本事,2
9545,jay,3
9546,蔡,1
9547,倒带,2
9548,讯号,1
9549,小公,1
9550,阴差阳错,3
9551,发烧,3
9552,不紧,1
9553,999,3
9554,体系,1
9555,恼火,1
9556,复刻,1
9557,没收,1
9558,视力,1
9559,听觉,2
9560,太好了,2
9561,眼前一亮,1
9562,打嗝,1
9563,flow,1
9564,豆芽,2
9565,标版,1
9566,Marshmello猫厂,1
9567,新单,1
9568,Alone,1
9569,添加,2
9570,猫厂,1
9571,哒,6
9572,首单,1
9573,欺凌,1
9574,侧面,1
9575,棉花,4
9576,Marshmello,1
9577,扒,2
9578,头套,1
9579,绝症,2
9580,24岁,5
9581,冬年末,1
9582,身无分文,1
9583,过年,9
9584,千里异乡,1
9585,大雪,4
9586,店铺,1
9587,卷帘门,1
9588,吃火锅,2
9589,包饺子,1
9590,远处,3
9591,鞭炮,1
9592,清冷,3
9593,高四听,1
9594,忘不记,1
9595,大四,3
9596,扭头,1
9597,遥遥无期,1
9598,各奔东西,5
9599,蓝莲花,2
9600,考场,4
9601,众考生,1
9602,早早,1
9603,考点,1
9604,紧闭,1
9605,名高考,1
9606,疯了,3
9607,一刹,4
9608,郁热,1
9609,空气,1
9610,忐忑,1
9611,铺面,1
9612,吸烟,3
9613,泡酒吧,3
9614,夜店,4
9615,不良,4
9616,嗜好,3
9617,为证,4
9618,2011,1
9619,我的秘密,1
9620,2015,1
9621,单行,1
9622,轨道,1
9623,我们之间,3
9624,甜大哭凑,1
9625,双休日,2
9626,午觉,2
9627,一觉醒来已是,1
9628,余光映,1
9629,真不错,1
9630,不可爱,1
9631,一条路,2
9632,万幸,2
9633,逗笑,1
9634,荒岛,3
9635,消极人,1
9636,坎儿,1
9637,羞于,2
9638,烟消云散,1
9639,书信,1
9640,书长情,1
9641,落花半脂净夏梅雨难宁远山清雾散尽几许烈阳与蝉鸣伊人,1
9642,43天,1
9643,五六个小时,1
9644,卷子,3
9645,一箩筐,1
9646,风雨,3
9647,蓝天,1
9648,2016,3
9649,交代,3
9650,2017,1
9651,再战,1
9652,一眨眼,2
9653,选班歌选,1
9654,取得,1
9655,第二名,1
9656,关口,1
9657,给予,1
9658,不正,1
9659,情绪低落,1
9660,疗伤,1
9661,商演,1
9662,10套,1
9663,脚本,1
9664,写分,1
9665,镜头,4
9666,直白,2
9667,直来直去,1
9668,酣畅淋漓,1
9669,惯,1
9670,通俗,1
9671,着想,3
9672,Angela,2
9673,一道,4
9674,heygirl,1
9675,倒,13
9676,吹风,1
9677,小时代,2
9678,意外去世,1
9679,抹去,2
9680,一节,5
9681,纸,3
9682,纸声,1
9683,一百遍,3
9684,一个两百遍,1
9685,默,1
9686,不老,1
9687,不散,1
9688,风车,1
9689,衣调,1
9690,油,1
9691,圆珠笔,2
9692,纸上,3
9693,递给,4
9694,装神弄鬼,1
9695,铅笔,1
9696,告,1
9697,很漂亮,6
9698,青春扑街,1
9699,拢,1
9700,斜眼,1
9701,鞋带,1
9702,喜鹊,1
9703,客人,2
9704,五点半,2
9705,六点钟,1
9706,大风车,1
9707,令人,6
9708,心脏,3
9709,厚,2
9710,用力,7
9711,袖章,1
9712,发条,2
9713,毽子,1
9714,崭新,2
9715,回力,1
9716,运动鞋,1
9717,啤酒瓶,1
9718,路灯,1
9719,眼圈,2
9720,忘关,1
9721,叹,2
9722,西下,1
9723,弹珠,2
9724,不知不觉,10
9725,彩色,3
9726,暗了看不清,1
9727,春花,3
9728,无终,1
9729,数分钟,1
9730,就这样吧,1
9731,成空无踪,1
9732,潘帅,1
9733,嘻哈,1
9734,周董,3
9735,飞轮海,2
9736,梦中情人,1
9737,舞神,1
9738,嘻哈风,1
9739,短袖,3
9740,125天,1
9741,厚道,1
9742,深厚,3
9743,架,2
9744,得住,2
9745,小文艺,1
9746,夜车,1
9747,荒唐,2
9748,学得,1
9749,白十二,1
9750,对望,1
9751,烟火,4
9752,麦芒,1
9753,迟暮,2
9754,冰凉,1
9755,揉,3
9756,统计,1
9757,大河,3
9758,沈黄昏,1
9759,缠绵龙应台,1
9760,阿黛尔,1
9761,嘶哑,1
9762,低吟,1
9763,浅唱,1
9764,沉淀,5
9765,打磨方,1
9766,更美好,1
9767,愈,1
9768,弥,1
9769,坚硬,1
9770,荧光,1
9771,恰似,2
9772,到时候,1
9773,道再见,1
9774,长沙,5
9775,缺陷,1
9776,处境,1
9777,极好,2
9778,菊花喻意高洁不畏秋寒象征我们的爱情风雨无阻一个爆字充满生命力与爆发力感天动地以菊喻人以花摹情人既娇艳情,1
9779,坚,1
9780,断定,1
9781,五个人,1
9782,得出,1
9783,佳作,1
9784,躲避,1
9785,菊花爆满山,1
9786,诸葛亮,1
9787,舌战群儒,1
9788,异曲同工,1
9789,id,1
9790,精神病,1
9791,啪啪,4
9792,噫,1
9793,翻译,7
9794,我的朋友们,1
9795,发发,4
9796,等爱,1
9797,预设,2
9798,谨,2
9799,以此,3
9800,LOL逆风局点,1
9801,涩,2
9802,飙,1
9803,炒作,9
9804,音乐路,1
9805,成名,3
9806,两百个,1
9807,饼干,2
9808,媒体,4
9809,逆风,2
9810,前进,3
9811,庄重,1
9812,礼赞,1
9813,gem,1
9814,坚韧,1
9815,棱角,2
9816,逆来,1
9817,顺受,1
9818,地面,4
9819,阴暗,2
9820,金钱,3
9821,忘掉,2
9822,当中,4
9823,方向,9
9824,追梦,1
9825,一个24岁,1
9826,波,3
9827,不屑,3
9828,逐浪吧,1
9829,不慌张,1
9830,狂妄,1
9831,一路,2
9832,顽强,1
9833,三小时,1
9834,2016年12月30日,1
9835,2017年,1
9836,止不住,7
9837,三十岁,7
9838,一事无成,4
9839,创业,5
9840,边缘,1
9841,欠款,1
9842,十多万,1
9843,累压,1
9844,喘不过气,2
9845,二千三,1
9846,三个星期,1
9847,一个女生,8
9848,抱一下,1
9849,跳楼,1
9850,多想,1
9851,调研,1
9852,200多天,1
9853,目标,5
9854,荒废,2
9855,犯,4
9856,错误,5
9857,买单,1
9858,今生,3
9859,不悔,2
9860,来世,5
9861,生种,1
9862,花家,1
9863,下辈子,3
9864,上辈子,3
9865,81192,1
9866,大使馆银河号,1
9867,航母,1
9868,四代机,1
9869,中华神盾舰,1
9870,岗位,1
9871,搬砖,1
9872,重回,2
9873,盛唐,1
9874,父辈们,1
9875,战乱,1
9876,动荡,1
9877,清明,4
9878,英烈们,1
9879,献束,1
9880,当做,8
9881,愚人节,1
9882,纪念日,2
9883,海空,1
9884,烈士,1
9885,小伙伴们,3
9886,这位,5
9887,默默无闻,1
9888,迷人,3
9889,暗自神伤,1
9890,第10首,1
9891,唇语,1
9892,想说任然我喜欢,1
9893,前进走,1
9894,后退,1
9895,识别率,1
9896,帮忙,1
9897,有资格,2
9898,正在,17
9899,定,7
9900,淋雨,1
9901,就该,4
9902,暖和人,1
9903,莫忘,1
9904,钻石,4
9905,承,1
9906,固执,4
9907,2330,1
9908,握,5
9909,压力兵临,1
9910,城下,1
9911,不合,1
9912,警醒,1
9913,水瓶座,3
9914,能如,1
9915,取,3
9916,流行乐,2
9917,纯粹,6
9918,再一起,3
9919,环游,2
9920,从早,1
9921,29,1
9922,抗衡,2
9923,正宗,2
9924,凉茶,2
9925,收看,1
9926,领导,2
9927,品牌,2
9928,加多宝,1
9929,为您,1
9930,冠名,1
9931,加多宝凉茶,1
9932,中国好声音喝启力添动力,1
9933,娃哈哈启力,2
9934,保健品,1
9935,中国好声音加油本届中国好声音,1
9936,四位,2
9937,得意,1
9938,门生,1
9939,旅,2
9940,互动,1
9941,立即,1
9942,苏宁易购,1
9943,100元,1
9944,优惠券,1
9945,一起玩,1
9946,气球,3
9947,飞走,1
9948,干掉,1
9949,麦霸,1
9950,凉席,1
9951,躺着,3
9952,时分,1
9953,窗户,5
9954,屋内,1
9955,染成,2
9956,一大盆,1
9957,绿豆汤,2
9958,朝朝,1
9959,喝汤,1
9960,勺子,2
9961,勾起,1
9962,近乎完美,1
9963,有名,3
9964,Rap,3
9965,惊呆,4
9966,Nice,1
9967,批评,3
9968,夏呈青,1
9969,廖伟珊,1
9970,凸显,3
9971,交融,1
9972,珍品,1
9973,转发,2
9974,开会,1
9975,超女,1
9976,假条,1
9977,花花,1
9978,轶可,1
9979,豆瓣红,1
9980,争议,3
9981,落地生根,1
9982,樱花草,2
9983,一爷们,1
9984,静静地,3
9985,朋友们,5
9986,起哄,1
9987,软软,1
9988,春天,4
9989,柔风,1
9990,侧,3
9991,散射,1
9992,直到结束,1
9993,妖兽,1
9994,女人们,1
9995,网易云音乐回忆初恋,1
9996,连续剧,1
9997,乐园,1
9998,当选秀,1
9999,台,4
10000,11,2
10001,无处,2
10002,消磨,1
10003,荡荡,1
10004,焦灼,1
10005,孤立,1
10006,奚落,1
10007,陈粒燕池Lionheart,1
10008,结合,3
10009,TMD,3
10010,特码,1
10011,抬,5
10012,cblock,1
10013,回想到,1
10014,拍照,1
10015,乍暖还寒,1
10016,Cblock,1
10017,代,4
10018,无言以对,2
10019,SHE,4
10020,着急,2
10021,可比性,1
10022,论着,1
10023,赞赏,3
10024,第一批,2
10025,巅峰,7
10026,西科东艾北卡南麦动画城,2
10027,科比,5
10028,退役,3
10029,一代,5
10030,荷兰,2
10031,一项,2
10032,研究,2
10033,3首,2
10034,多数,6
10035,1621岁,2
10036,酒桌,1
10037,5分钟,1
10038,到家,1
10039,媳妇,5
10040,乘地铁,2
10041,上楼,2
10042,败犹荣,1
10043,时时刻刻,1
10044,19岁,3
10045,21,5
10046,寂寞会孤单,1
10047,烟头,1
10048,落下,3
10049,红才,1
10050,忘词,4
10051,邓内心,1
10052,独白,3
10053,文采,1
10054,好老娘,1
10055,从小到大和你,1
10056,纯情,1
10057,唇,1
10058,圣诞夜,1
10059,farewell,1
10060,手链,1
10061,那么久,1
10062,敷,1
10063,吃糖,3
10064,睁开眼,1
10065,YY,2
10066,遗孤,1
10067,封印,2
10068,背负,2
10069,拯救世界,1
10070,使命,2
10071,隐秘,2
10072,蝴蝶泉村,1
10073,命中注定,1
10074,灵媒,1
10075,解放,3
10076,打败,1
10077,boss,4
10078,自爆,1
10079,全剧,1
10080,赞叹,1
10081,飞快,1
10082,贴吧,3
10083,脏,1
10084,太装网,1
10085,云太暖,1
10086,砍,5
10087,猩猩,1
10088,厚着脸皮,2
10089,哥们儿,3
10090,忘不了,11
10091,胡夏,3
10092,五一,1
10093,珠海,1
10094,别了我和,1
10095,这下,1
10096,爱夏,1
10097,愿余生有人鲜衣怒马陪你看烈焰繁花,1
10098,七年前,1
10099,小三,3
10100,流下来,1
10101,虐,4
10102,八遍,1
10103,攒钱,1
10104,日日夜夜,1
10105,听为,1
10106,琴,3
10107,谱,2
10108,年幼,2
10109,东风破,1
10110,特殊,2
10111,流去,1
10112,细想,1
10113,夏天才,1
10114,细,2
10115,细品,2
10116,想不起来,2
10117,好好听,2
10118,後來,1
10119,单飞,1
10120,阿信,3
10121,拿出来,5
10122,全场,5
10123,微弱,1
10124,亮光,2
10125,链接,1
10126,一日,2
10127,结亲,1
10128,一妻,1
10129,妾,1
10130,三日,1
10131,五六年间,1
10132,沧海桑田历历过往七八皆成旧梦剩余二三不过年少轻狂老来相忆,1
10133,笑谈,1
10134,凭什么,2
10135,泪如雨下,1
10136,只有你,2
10137,兼得难,1
10138,精品,3
10139,59,1
10140,分比,1
10141,0分,1
10142,差一点,1
10143,奕讯,1
10144,颁奖,1
10145,礼,1
10146,描绘,4
10147,个性,5
10148,打造,3
10149,筹备,1
10150,认了吧,1
10151,一开口,1
10152,分析,4
10153,考虑到,1
10154,销量,3
10155,精妙,2
10156,创意,2
10157,诠释,4
10158,到位,3
10159,全曲,1
10160,42句,1
10161,谎话,5
10162,鸭子,1
10163,嘴硬,1
10164,拆穿,2
10165,聚会,5
10166,酒轮,1
10167,梦见,4
10168,一说谎,1
10169,爆炸,1
10170,病毒,1
10171,上四面,1
10172,噼,1
10173,啪啦,1
10174,放烟花,1
10175,轰鸣,1
10176,一朵,1
10177,红霞,1
10178,情窦初开谈,1
10179,武昌,1
10180,汉口,1
10181,走错路,1
10182,白沙洲大桥,1
10183,风尘仆仆,2
10184,转圈,2
10185,三分之三,1
10186,非满,1
10187,真满,1
10188,痛痛,1
10189,岁数,1
10190,每一次,4
10191,疯,2
10192,村头,1
10193,老年,1
10194,痴呆,1
10195,然而我,1
10196,可笑,2
10197,老家,4
10198,放牛,1
10199,一到,1
10200,落山,1
10201,满文军,1
10202,山坡,1
10203,黄牛,1
10204,10岁,1
10205,27,1
10206,早点过,1
10207,寒假,5
10208,压岁钱,1
10209,挣钱,4
10210,无拘无束,3
10211,小心谨慎,1
10212,融,2
10213,忙忙碌碌,1
10214,今夜,2
10215,WIFI,1
10216,密码,2
10217,茕茕,1
10218,白兔,1
10219,东,4
10220,走西,1
10221,顾衣,1
10222,不如故,1
10223,新开,2
10224,饭馆,5
10225,光头,1
10226,地痞,3
10227,寻事,2
10228,忍,1
10229,哀嚎,1
10230,接下来,6
10231,救护车,1
10232,鸣笛,1
10233,僧人,1
10234,行礼,1
10235,大师兄,1
10236,河南台,1
10237,名孩子,1
10238,师傅们,1
10239,帅帅,1
10240,师父,4
10241,吗上,1
10242,成佛,2
10243,无法无天,2
10244,妖猴,1
10245,虚心,1
10246,学艺,1
10247,大闹天宫的齐天大圣,1
10248,瞻前顾后,1
10249,孙行者,1
10250,无欲无求,1
10251,斗战胜佛,1
10252,屈服,2
10253,糖妈妈,1
10254,指着,2
10255,糖人,1
10256,不听赖,1
10257,要买,4
10258,小糖人,1
10259,筋斗云,1
10260,500年,1
10261,错位,3
10262,法力,2
10263,娘子,3
10264,紫霞,6
10265,500年后,1
10266,白晶晶,2
10267,牛魔王,1
10268,所困,1
10269,大圣此去欲何踏南天碎凌霄,1
10270,孙大圣,1
10271,红毯,2
10272,走演戏,1
10273,收放,1
10274,点评,1
10275,得当,1
10276,唱响,1
10277,蜀绣,1
10278,关键,1
10279,李总,1
10280,天天向上,2
10281,向上,1
10282,具有,2
10283,静心,1
10284,游刃有余得心应手毫不费力,1
10285,天涯共明月,1
10286,酥,3
10287,游俊秀,1
10288,内敛,3
10289,高山流水,1
10290,白云,1
10291,清风,1
10292,天涯共明月与你同游,1
10293,第二句,3
10294,六马,1
10295,排行榜,2
10296,十几周,1
10297,挂掉,1
10298,七万个,2
10299,七万一个,1
10300,一个只,1
10301,七万,1
10302,死于,2
10303,一夕,2
10304,上位者,1
10305,以弱胜强,1
10306,战,1
10307,军功,1
10308,大胜,1
10309,折,4
10310,万人,1
10311,小兵,1
10312,全句话,1
10313,看似,5
10314,冷血,1
10315,三国恋,1
10316,奖励,1
10317,两支,1
10318,三国杀,2
10319,连根,1
10320,立秋,2
10321,一阵风嗖,1
10322,未知,3
10323,原话,1
10324,力捧,1
10325,已婚,1
10326,千千万万,1
10327,好过,3
10328,前去,2
10329,拜谒,1
10330,筠子,1
10331,几经,1
10332,辗转,2
10333,陵园,1
10334,小花,1
10335,风一吹,2
10336,悼词,1
10337,墓,1
10338,旁听,1
10339,自顾自,1
10340,达达,1
10341,马蹄,1
10342,王我,1
10343,强东子怡,1
10344,江东云雨催新绿岭北风雪霁酒红一客行处颜巷陋两鬓霜里阮途穷佛陀涅槃须九夏苍生渡化又三冬今朝愁中为野叟何日梦里复溪童,1
10345,佛陀,1
10346,云对雨雪对风晚照对晴空来鸿对去燕宿鸟对鸣虫三尺剑六钧弓岭北对江东人间消暑殿天上广寒宫两岸晓烟杨柳绿一园春雨杏花红两鬓风霜途次早行之客一蓑烟雨江边晚钓之翁,1
10347,黄渤,2
10348,怒发怒发怒,1
10349,挑战,2
10350,长说,1
10351,大富大贵而是,1
10352,Tony,1
10353,郭德纲,1
10354,情商,1
10355,梁家辉,1
10356,成龙,3
10357,人缘,1
10358,王迅,1
10359,毅力,1
10360,名声,1
10361,出身,2
10362,走入,1
10363,公众,2
10364,视线,2
10365,鼓掌,3
10366,货,3
10367,最强,3
10368,神经质,1
10369,台风,1
10370,假声,1
10371,腾空,1
10372,颜控,1
10373,好不好看,1
10374,肤浅,3
10375,右转,1
10376,不谢,1
10377,玩儿,4
10378,剑三,2
10379,门派,1
10380,认全,1
10381,抵抗,2
10382,真容,1
10383,总攻音,1
10384,小胖,2
10385,反差,1
10386,利器,1
10387,下边,1
10388,职业,1
10389,好奇怪爱,1
10390,多于,1
10391,一些人,5
10392,黏,1
10393,稀薄,1
10394,伴郎,2
10395,总算,2
10396,场子,1
10397,介绍,5
10398,胸,4
10399,大胸,1
10400,酒窝,1
10401,头事,1
10402,为数不多,2
10403,赞美,1
10404,食物,3
10405,依次,1
10406,男文青,1
10407,嫩,1
10408,文艺观,1
10409,网易网易云爱,1
10410,相同,3
10411,爱好,1
10412,逼装,1
10413,南门,1
10414,转一转,2
10415,天气,4
10416,饭菜,1
10417,甜点,1
10418,强度,1
10419,挂念,1
10420,如家,1
10421,俄罗斯,1
10422,没用,3
10423,翻盘,1
10424,俄语,2
10425,应验,1
10426,诅咒,1
10427,1806,1
10428,别无选择,1
10429,白色,2
10430,蜡笔画,1
10431,七夕,2
10432,无锡,1
10433,两夕,1
10434,巴西,1
10435,刘佳,1
10436,有点牛,1
10437,狗叫,1
10438,车铃,1
10439,让开,1
10440,有点甜,2
10441,光盘,1
10442,内衣,2
10443,海边,3
10444,走来走去,1
10445,火拼,1
10446,能说,2
10447,唐人街探案,1
10448,整洁,1
10449,异味,1
10450,伪娘,1
10451,GAY,1
10452,多风靡一时,1
10453,张馨予,1
10454,张予曦,1
10455,张雨绮,1
10456,张雨馨,1
10457,张歆艺,1
10458,张艺馨,1
10459,张艺兴,4
10460,张含韵,3
10461,张雨涵,1
10462,傻傻分,1
10463,好漂亮,2
10464,孩子们,2
10465,邱磷,1
10466,你好想你,1
10467,恋贵,1
10468,恋人们,2
10469,2000多公里,2
10470,9岁,3
10471,保卫,1
10472,真情,5
10473,感人,2
10474,亲们,2
10475,一定要记住,1
10476,霸王,1
10477,虞姬,1
10478,三个戏子源稚女解语花,1
10479,程蝶衣,2
10480,底下,3
10481,说河,1
10482,包裹,2
10483,小溪,1
10484,来越,1
10485,听书人,2
10486,衰草,1
10487,横向,1
10488,晚晴,1
10489,沙沙,1
10490,打雪,2
10491,仗,4
10492,下手,1
10493,不经,1
10494,尺子,1
10495,打手,1
10496,许多年,2
10497,打哭,1
10498,白茫茫,1
10499,雪地,1
10500,追逐,5
10501,打闹,1
10502,景象,1
10503,触动,3
10504,二月,3
10505,四个月,2
10506,做贡献,1
10507,内心深处,5
10508,伤疤,1
10509,嘶吼,1
10510,撕裂,1
10511,恐惧,4
10512,孤岛,4
10513,鲸,7
10514,tf,1
10515,德行,1
10516,谢安琪,4
10517,欺负,4
10518,kay,1
10519,振振有词,1
10520,张碧晨,5
10521,试试看,2
10522,夸赞,2
10523,踩着,1
10524,相聚,3
10525,畅谈,1
10526,交心,1
10527,雷声,1
10528,隆隆,1
10529,有始无终,1
10530,抚慰,1
10531,徐佳莹,3
10532,8期,1
10533,一如既往,5
10534,1秒,1
10535,飙泪,1
10536,2秒,1
10537,起立,2
10538,3秒,1
10539,节奏感,3
10540,力度,1
10541,盛宴,1
10542,决赛,1
10543,帮帮,2
10544,Hebe,1
10545,请来,1
10546,不醉,3
10547,吉他弦乐,1
10548,LaLaLa,1
10549,词段,1
10550,律动,1
10551,耳帝,1
10552,紫薇,1
10553,尔康,1
10554,客户端,1
10555,尽情,1
10556,唱发,1
10557,怒,2
10558,君臣,1
10559,bl,2
10560,情节,1
10561,王爷,1
10562,万寿无疆,1
10563,万里,3
10564,江山,2
10565,享,1
10566,无边,2
10567,吴琼,2
10568,苍凉,2
10569,班长,4
10570,委婉,1
10571,柔美,2
10572,怎么回事,2
10573,嘴边,1
10574,仙儿,2
10575,几百遍,2
10576,芊芊,1
10577,雨声,1
10578,滴答,1
10579,烟云,1
10580,追溯,1
10581,拐,3
10582,神速,1
10583,鱼腥草,1
10584,专门,2
10585,歌谱,1
10586,32岁,1
10587,品德,1
10588,一本本,1
10589,手写,1
10590,摘抄,1
10591,歌本儿,1
10592,年头,3
10593,姑姑,1
10594,朵,2
10595,两个月,1
10596,奔赴,1
10597,苏州,2
10598,北大楼,1
10599,多长,5
10600,长辈们,1
10601,努力生活,1
10602,1995年,1
