中超粤评,#genre#
广东卫视绍兴,http://60.12.183.46:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视绍兴,http://60.12.183.46:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视绍兴,http://60.12.183.46:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视绍兴,http://60.12.183.46:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视绍兴,http://60.12.183.46:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视绍兴,http://60.12.183.46:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视绍兴,http://60.12.183.46:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0
天津卫视绍兴,http://60.12.183.46:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江视绍兴,http://60.12.183.46:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
东南卫视绍兴,http://60.12.183.46:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视绍兴,http://60.12.183.46:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视绍兴,http://60.12.183.46:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视绍兴,http://60.12.183.46:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
山西卫视绍兴,http://60.12.183.46:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=0&authid=0
广西卫视绍兴,http://60.12.183.46:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视绍兴,http://60.12.183.46:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=0&authid=0
河北卫视绍兴,http://60.12.183.46:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=0&authid=0
金鹰卡通绍兴,http://60.12.183.46:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=0&authid=0
哈哈炫动绍兴,http://60.12.183.46:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=0&authid=0
上海电信,#genre#
CCTV-01上海,http://222.67.177.132:12345/udp/239.45.3.145:5140
CCTV-02上海,http://222.67.177.132:12345/udp/239.45.1.109:5140
CCTV-03上海,http://222.67.177.132:12345/udp/239.45.1.68:5140
CCTV-04上海,http://222.67.177.132:12345/udp/239.45.0.2:5140
CCTV-05上海,http://222.67.177.132:12345/udp/239.45.1.69:5140
CCTV-06上海,http://222.67.177.132:12345/udp/239.45.1.70:5140
CCTV-07上海,http://222.67.177.132:12345/udp/239.45.3.56:5140
CCTV-08上海,http://222.67.177.132:12345/udp/239.45.1.71:5140
CCTV-09上海,http://222.67.177.132:12345/udp/239.45.3.4:5140
CCTV-10上海,http://222.67.177.132:12345/udp/239.45.3.8:5140
CCTV-11上海,http://222.67.177.132:12345/udp/239.45.1.196:5140
CCTV-12上海,http://222.67.177.132:12345/udp/239.45.3.10:5140
CCTV-13上海,http://222.67.177.132:12345/udp/239.45.1.198:5140
CCTV-14上海,http://222.67.177.132:12345/udp/239.45.3.23:5140
CCTV-15上海,http://222.67.177.132:12345/udp/239.45.1.200:5140
CCTV-17上海,http://222.67.177.132:12345/udp/239.45.3.52:5140
CGTN-英上海,http://222.67.177.132:12345/udp/239.45.1.194:5140
东方卫视上海,http://222.67.177.132:12345/udp/239.45.3.146:5140
浙江卫视上海,http://222.67.177.132:12345/udp/239.45.3.178:5140
江苏卫视上海,http://222.67.177.132:12345/udp/239.45.3.177:5140
湖南卫视上海,http://222.67.177.132:12345/udp/239.45.3.228:5140
北京卫视上海,http://222.67.177.132:12345/udp/239.45.3.229:5140
广东卫视上海,http://222.67.177.132:12345/udp/239.45.3.230:5140
深圳卫视上海,http://222.67.177.132:12345/udp/239.45.3.231:5140
黑龙江视上海,http://222.67.177.132:12345/udp/239.45.3.232:5140
山东卫视上海,http://222.67.177.132:12345/udp/239.45.3.238:5140
湖北卫视上海,http://222.67.177.132:12345/udp/239.45.3.239:5140
安徽卫视上海,http://222.67.177.132:12345/udp/239.45.1.120:5140
东南卫视上海,http://222.67.177.132:12345/udp/239.45.1.121:5140
江西卫视上海,http://222.67.177.132:12345/udp/239.45.1.122:5140
辽宁卫视上海,http://222.67.177.132:12345/udp/239.45.1.123:5140
天津卫视上海,http://222.67.177.132:12345/udp/239.45.1.124:5140
四川卫视上海,http://222.67.177.132:12345/udp/239.45.1.83:5140
重庆卫视上海,http://222.67.177.132:12345/udp/239.45.1.84:5140
贵州卫视上海,http://222.67.177.132:12345/udp/239.45.1.80:5140
海南卫视上海,http://222.67.177.132:12345/udp/239.45.1.81:5140
河北卫视上海,http://222.67.177.132:12345/udp/239.45.1.44:5140
宁夏卫视上海,http://222.67.177.132:12345/udp/239.45.1.213:5140
广西卫视上海,http://222.67.177.132:12345/udp/239.45.0.5:5140
吉林卫视上海,http://222.67.177.132:12345/udp/239.45.0.6:5140
山西卫视上海,http://222.67.177.132:12345/udp/239.45.1.229:5140
青海卫视上海,http://222.67.177.132:12345/udp/239.45.1.230:5140
西藏卫视上海,http://222.67.177.132:12345/udp/239.45.1.231:5140
陕西卫视上海,http://222.67.177.132:12345/udp/239.45.1.232:5140
云南卫视上海,http://222.67.177.132:12345/udp/239.45.0.4:5140
甘肃卫视上海,http://222.67.177.132:12345/udp/239.45.1.234:5140
内蒙古视上海,http://222.67.177.132:12345/udp/239.45.1.238:5140
河南卫视上海,http://222.67.177.132:12345/udp/239.45.0.3:5140
新疆卫视上海,http://222.67.177.132:12345/udp/239.45.1.116:5140
兵团卫视上海,http://222.67.177.132:12345/udp/239.45.1.117:5140
三沙卫视上海,http://222.67.177.132:12345/udp/239.45.1.82:5140
康巴卫视上海,http://222.67.177.132:12345/udp/239.45.1.251:5140
新闻综合上海,http://222.67.177.132:12345/udp/239.45.3.209:5140
都市频道上海,http://222.67.177.132:12345/udp/239.45.3.236:5140
纪实人文上海,http://222.67.177.132:12345/udp/239.45.3.212:5140
东方影视上海,http://222.67.177.132:12345/udp/239.45.3.237:5140
第一财经上海,http://222.67.177.132:12345/udp/239.45.3.211:5140
五星体育上海,http://222.67.177.132:12345/udp/239.45.3.210:5140
金鹰纪实上海,http://222.67.177.132:12345/udp/239.45.1.45:5140
哈哈炫动上海,http://222.67.177.132:12345/udp/239.45.1.55:5140
上视外语上海,http://222.67.177.132:12345/udp/239.45.1.127:5140
都市剧场上海,http://222.67.177.132:12345/udp/239.45.3.136:5140
欢笑剧场上海,http://222.67.177.132:12345/udp/239.45.3.196:5140
欢笑剧场上海,http://222.67.177.132:12345/udp/239.45.1.4:5140
纪实频道上海,http://222.67.177.132:12345/udp/239.45.3.135:5140
金鹰卡通上海,http://222.67.177.132:12345/udp/239.45.3.118:5140
嘉佳卡通上海,http://222.67.177.132:12345/udp/239.45.1.48:5140
卡酷少儿上海,http://222.67.177.132:12345/udp/239.45.0.8:5140
北京纪实上海,http://222.67.177.132:12345/udp/239.45.1.14:5140
中国天气上海,http://222.67.177.132:12345/udp/239.45.1.47:5140
动漫秀场上海,http://222.67.177.132:12345/udp/239.45.3.134:5140
生活时尚上海,http://222.67.177.132:12345/udp/239.45.3.132:5140
游戏风云上海,http://222.67.177.132:12345/udp/239.45.3.131:5140
极速汽车上海,http://222.67.177.132:12345/udp/239.45.3.49:5140
教育频道上海,http://222.67.177.132:12345/udp/239.45.3.122:5140
东方财经上海,http://222.67.177.132:12345/udp/239.45.1.119:5140
七彩戏剧上海,http://222.67.177.132:12345/udp/239.45.3.61:5140
法治天地上海,http://222.67.177.132:12345/udp/239.45.1.46:5140
浦东频道上海,http://222.67.177.132:12345/udp/239.45.3.248:5140
崇明电视上海,http://222.67.177.132:12345/udp/239.45.1.54:5140
嘉定频道上海,http://222.67.177.132:12345/udp/239.45.3.185:5140
金色频道上海,http://222.67.177.132:12345/udp/239.45.1.118:5140
健康人生上海,http://222.67.177.132:12345/udp/239.45.3.214:5140
百事体育上海,http://222.67.177.132:12345/udp/239.45.3.139:5140
百事—4K上海,http://222.67.177.132:12345/udp/239.45.1.42:5140
百事4K—上海,http://222.67.177.132:12345/udp/239.45.3.107:5140
中国教_1上海,http://222.67.177.132:12345/udp/239.45.1.125:5140
中国教_2上海,http://222.67.177.132:12345/udp/239.45.1.52:5140
中国教_4上海,http://222.67.177.132:12345/udp/239.45.1.50:5140
陶瓷频道上海,http://222.67.177.132:12345/udp/239.45.3.50:5140
东方购_1上海,http://222.67.177.132:12345/udp/239.45.3.74:5140
东方购_2上海,http://222.67.177.132:12345/udp/239.45.3.75:5140
东方购_3上海,http://222.67.177.132:12345/udp/239.45.3.207:5140
东方购_4上海,http://222.67.177.132:12345/udp/239.45.3.208:5140
东方购_5上海,http://222.67.177.132:12345/udp/239.45.3.253:5140
环球精选上海,http://222.67.177.132:12345/udp/239.45.3.123:5140
央广购物上海,http://222.67.177.132:12345/udp/239.45.3.213:5140
家家购物上海,http://222.67.177.132:12345/udp/239.45.3.179:5140
快乐购物上海,http://222.67.177.132:12345/udp/239.45.1.53:5140
综优购物上海,http://222.67.177.132:12345/udp/239.45.1.114:5140
好享购物上海,http://222.67.177.132:12345/udp/239.45.1.253:5140
中央购物上海,http://222.67.177.132:12345/udp/239.45.3.79:5140
家有购物上海,http://222.67.177.132:12345/udp/239.45.1.43:5140
浙江电信,#genre#
CCTV-01浙江,http://122.227.173.42:8188/rtp/233.50.201.118:5140
CCTV-02浙江,http://122.227.173.42:8188/rtp/233.50.201.119:5140
CCTV-03浙江,http://122.227.173.42:8188/rtp/233.50.201.196:5140
CCTV-04浙江,http://122.227.173.42:8188/rtp/233.50.201.4:5140
CCTV-05浙江,http://122.227.173.42:8188/rtp/233.50.201.197:5140
CCTV-5+浙江,http://122.227.173.42:8188/rtp/233.50.201.220:5140
CCTV-06浙江,http://122.227.173.42:8188/rtp/233.50.201.198:5140
CCTV-07浙江,http://122.227.173.42:8188/rtp/233.50.201.120:5140
CCTV-08浙江,http://122.227.173.42:8188/rtp/233.50.201.199:5140
CCTV-09浙江,http://122.227.173.42:8188/rtp/233.50.201.121:5140
CCTV-10浙江,http://122.227.173.42:8188/rtp/233.50.201.122:5140
CCTV-11浙江,http://122.227.173.42:8188/rtp/233.50.201.11:5140
CCTV-12浙江,http://122.227.173.42:8188/rtp/233.50.201.123:5140
CCTV-13浙江,http://122.227.173.42:8188/rtp/233.50.201.246:5140
CCTV-14浙江,http://122.227.173.42:8188/rtp/233.50.201.124:5140
CCTV-15浙江,http://122.227.173.42:8188/rtp/233.50.201.15:5140
CCTV-16浙江,http://122.227.173.42:8188/rtp/233.50.201.192:5140
CCTV-4k浙江,http://122.227.173.42:8188/rtp/233.50.201.63:5140
CCTV-17浙江,http://122.227.173.42:8188/rtp/233.50.201.35:5140
凤凰中文浙江,http://122.227.173.42:8188/rtp/233.50.200.191:5140
凤凰资讯浙江,http://122.227.173.42:8188/rtp/233.50.200.192:5140
浙江卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.100:5140
深圳卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.101:5140
广东卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.102:5140
湖南卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.103:5140
天津卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.104:5140
山东卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.105:5140
江苏卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.106:5140
北京卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.107:5140
四川卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.139:5140
河北卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.140:5140
辽宁卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.141:5140
贵州卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.142:5140
重庆卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.143:5140
河南卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.144:5140
江西卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.145:5140
东南卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.146:5140
安徽卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.113:5140
湖北卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.114:5140
黑龙江卫浙江,http://122.227.173.42:8188/rtp/233.50.201.115:5140
东方卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.125:5140
内蒙古卫浙江,http://122.227.173.42:8188/rtp/233.50.201.148:5140
甘肃卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.149:5140
海南卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.55:5140
青海卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.65:5140
西藏卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.70:5140
陕西卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.59:5140
兵团卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.72:5140
山西卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.51:5140
宁夏卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.57:5140
广西卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.49:5140
云南卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.46:5140
吉林卫视浙江,http://122.227.173.42:8188/rtp/233.50.201.48:5140
CETV-01浙江,http://122.227.173.42:8188/rtp/233.50.201.75:5140
CETV-04浙江,http://122.227.173.42:8188/rtp/233.50.201.172:5140
CGTN-英浙江,http://122.227.173.42:8188/rtp/233.50.201.126:5140
CGTN-西浙江,http://122.227.173.42:8188/rtp/233.50.201.36:5140
CGTN-法浙江,http://122.227.173.42:8188/rtp/233.50.201.37:5140
CGTN-阿浙江,http://122.227.173.42:8188/rtp/233.50.201.38:5140
CGTN-俄浙江,http://122.227.173.42:8188/rtp/233.50.201.39:5140
经济生活浙江,http://122.227.173.42:8188/rtp/233.50.201.133:5140
教育频道浙江,http://122.227.173.42:8188/rtp/233.50.201.134:5140
民生频道浙江,http://122.227.173.42:8188/rtp/233.50.201.136:5140
新闻频道浙江,http://122.227.173.42:8188/rtp/233.50.201.137:5140
少儿频道浙江,http://122.227.173.42:8188/rtp/233.50.201.138:5140
钱江频道浙江,http://122.227.173.42:8188/rtp/233.50.201.132:5140
杭州综合浙江,http://122.227.173.42:8188/rtp/233.50.201.173:5140
杭州明珠浙江,http://122.227.173.42:8188/rtp/233.50.201.174:5140
杭州生活浙江,http://122.227.173.42:8188/rtp/233.50.201.175:5140
杭州影视浙江,http://122.227.173.42:8188/rtp/233.50.201.176:5140
杭州青少浙江,http://122.227.173.42:8188/rtp/233.50.201.177:5140
杭州导视浙江,http://122.227.173.42:8188//rtp/233.50.201.182:5140
极速汽车浙江,http://122.227.173.42:8188/rtp/233.50.201.208:5140
宁波TV-1浙江,http://122.227.173.42:8188/rtp/233.50.201.168:5140
宁波TV-2浙江,http://122.227.173.42:8188/rtp/233.50.201.178:5140
宁波TV-3浙江,http://122.227.173.42:8188/rtp/233.50.201.179:5140
宁波TV-4浙江,http://122.227.173.42:8188/rtp/233.50.201.180:5140
宁波TV-5浙江,http://122.227.173.42:8188/rtp/233.50.201.181:5140
温州新闻浙江,http://122.227.173.42:8188/rtp/233.50.201.87:5140
衢州新闻浙江,http://122.227.173.42:8188/rtp/233.50.201.155:5140
绍兴新闻浙江,http://122.227.173.42:8188/rtp/233.50.201.156:5140
台州频道浙江,http://122.227.173.42:8188/rtp/233.50.201.157:5140
湖州公共浙江,http://122.227.173.42:8188/rtp/233.50.201.158:5140
金华新闻浙江,http://122.227.173.42:8188/rtp/233.50.201.161:5140
丽水新闻浙江,http://122.227.173.42:8188/rtp/233.50.201.162:5140
嘉兴新闻浙江,http://122.227.173.42:8188/rtp/233.50.201.163:5140
桐乡新闻浙江,http://122.227.173.42:8188/rtp/233.50.201.169:5140
杭州导视浙江,http://122.227.173.42:8188/rtp/233.50.201.182:5140
之江记录浙江,http://122.227.173.42:8188/rtp/233.50.202.25:5140
优优宝贝浙江,http://122.227.173.42:8188/rtp/233.50.202.24:5140
YMG新闻浙江,http://122.227.173.42:8188//rtp/233.50.201.159:5140
法制天地浙江,http://122.227.173.42:8188/rtp/233.50.201.191:5140
金鹰卡通浙江,http://122.227.173.42:8188/rtp/233.50.201.73:5140
哈哈炫动浙江,http://122.227.173.42:8188/rtp/233.50.201.74:5140
动漫秀场浙江,http://122.227.173.42:8188/rtp/233.50.201.184:5140
游戏风云浙江,http://122.227.173.42:8188/rtp/233.50.201.183:5140
乐游频道浙江,http://122.227.173.42:8188/rtp/233.50.201.185:5140
金色学堂浙江,http://122.227.173.42:8188/rtp/233.50.201.186:5140
生活时尚浙江,http://122.227.173.42:8188/rtp/233.50.201.187:5140
茶频道综浙江,http://122.227.173.42:8188/rtp/233.50.201.188:5140
快乐垂钓浙江,http://122.227.173.42:8188/rtp/233.50.201.109:5140
BES_TV_浙江,http://122.227.173.42:8188/rtp/233.50.201.201:5140
中国蓝播浙江,http://122.227.173.42:8188/rtp/233.50.201.193:5140
新视觉hd浙江,http://122.227.173.42:8188/rtp/233.50.201.244:5140
欢笑剧场浙江,http://122.227.173.42:8188/rtp/233.50.201.189:5140
都市剧场浙江,http://122.227.173.42:8188/rtp/233.50.201.190:5140
电视购物浙江,http://122.227.173.42:8188/rtp/233.50.201.248:5140
家有购物浙江,http://122.227.173.42:8188/rtp/233.50.201.90:5140
游戏频道浙江,http://122.227.173.42:8188/rtp/233.50.201.207:5140
游戏频道浙江,http://122.227.173.42:8188/rtp/233.50.201.215:5140
未知频道浙江,http://122.227.173.42:8188/rtp/233.50.201.224:5140
中国蓝播浙江,http://122.227.173.42:8188/rtp/233.50.201.108:5140
浙江之声浙江,http://122.227.173.42:8188/rtp/233.50.201.79:5140
浙江新闻浙江,http://122.227.173.42:8188/rtp/233.50.201.80:5140
经济频道浙江,http://122.227.173.42:8188/rtp/233.50.201.81:5140
音乐调频浙江,http://122.227.173.42:8188/rtp/233.50.201.82:5140
交通之声浙江,http://122.227.173.42:8188/rtp/233.50.201.83:5140
旅游之声浙江,http://122.227.173.42:8188/rtp/233.50.201.84:5140
城市之声浙江,http://122.227.173.42:8188/rtp/233.50.201.85:5140
民生资讯浙江,http://122.227.173.42:8188/rtp/233.50.201.86:5140
加大频陆,#genre#
MSNBC b,https://epg.pw/stream/420218c7fad9229e33635428a8c68d73de60d165d59e35c1d146c4f8d1367e12.ctv
💥VIP频道｜测试4GTV,#genre#
中天新闻4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv009
东森新闻4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv152
tvbs新闻4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv072
寰宇新闻4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn14
非凡新闻4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv010
闽镜新闻4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv075
民视新闻4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-ftv13
中视新闻4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv074
华视新闻4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv052
台视新闻4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv051
民视闽南4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv002
民视闽南4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv155
中视闽南4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv040
华视闽南4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv041
台视闽南4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv066
寰宇闽南4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn15
tvbs闽南4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv073
民视台湾4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv001
民视台湾4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv156
民视第一4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv003
民视旅游4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-ftv07
民视影剧4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-ftv09
民视综艺4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv004
中视菁采4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv064
中视经典4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv080
台视财经4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv056
公视戏剧4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv042
闽南戏剧4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn22
国际财经4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv104
东森财经4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv153
tvbs精采4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv067
tvbs欢乐4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv068
八大精彩4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv034
八大综艺4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv039
爱达娱乐4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv070
靖洋戏剧4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv045
靖洋卡通4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv057
靖天卡通4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv044
靖天综合4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv046
靖天日本4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv047
靖天欢乐4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv054
靖天映画4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv055
靖天戏剧4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv058
靖天电影4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv061
靖天育乐4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv062
靖天国际4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv063
靖天资讯4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv065
龙华卡通4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn01
龙华日韩4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn11
龙华偶像4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn12
龙华电影4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn03
龙华戏剧4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn18
龙华经典4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn21
国会频壹4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv084
国会频贰4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv085
好消息壹4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-ftv16
好消息贰4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-ftv17
智林体育4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv101
博斯魅力4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn04
博斯网球4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn09
博高球壹4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn05
博高球贰4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn06
博运动壹4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn07
博运动贰4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn08
博无限壹4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn10
博无限贰4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn13
阿里郎台4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv079
达文西台4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv018
猪哥亮厅4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv006
亚洲旅游4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn17
美国之音4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-ftv03
半岛新闻4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-ftv10
非凡商业4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv048
第壹商业4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv109
爱放动漫4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-ftv15
古典音乐4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv059
客家电视4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv043
华仁纪实4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv013
时尚运动4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv014
生活英语4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn20
采昌影剧4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv049
数位电影4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv011
Amc电影4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv017
CAT电影4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv076
TRA体育4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv077
SMArt台4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn19
GLO-Bet4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv016
TRACEU4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv082
MEZZOl4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv083
Ginx_TV4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv053
💥VIP测试｜地方,#genre#
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8?zzhed
上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
缙云综合频道,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8?zzhed
开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8?zzhed
